"ID","ip","score","level","data","ts"
5345,"166.196.103.4",6,"","{""tricks"":{""tricks"":[{""parsed"":""Mizou to 180 out"",""orig"":""Forwards | None Mizou | Inspin 180"",""points"":""2""},{""parsed"":""BS Torque to Fakie out"",""orig"":""Forwards | None BS Torque | Fakie"",""points"":""2""},{""parsed"":""FS Savannah"",""orig"":""Forwards | None FS Savannah | Forwards"",""points"":""2""}],""skipped"":[{""parsed"":""Mizou to 180 out"",""orig"":""Forwards | None Mizou | Inspin 180"",""points"":""2""},{""parsed"":""BS Torque to Fakie out"",""orig"":""Forwards | None BS Torque | Fakie"",""points"":""2""},{""parsed"":""FS Savannah"",""orig"":""Forwards | None FS Savannah | Forwards"",""points"":""2""}]},""config"":{""level"":""4"",""spins"":""5""}}","2023-02-11 16:27:31"
5355,"166.196.103.4",14,"","{""tricks"":{""tricks"":[{""parsed"":""FS Cab driver to Fakie out"",""orig"":""Forwards | None FS Cab driver | Fakie"",""points"":""3""},{""parsed"":""Tough Soyale to 180 out"",""orig"":""Forwards | Inspin 180 | Tough Torque Soul | Inspin 180"",""points"":""6""},{""parsed"":""Sweatstance to 180 out"",""orig"":""Forwards | Topside Mizou | Inspin 180"",""points"":""3""},{""parsed"":""BS Torque"",""orig"":""Forwards | None BS Torque | Forwards"",""points"":""2""}],""skipped"":[{""parsed"":""FS Cab driver to Fakie out"",""orig"":""Forwards | None FS Cab driver | Fakie"",""points"":""3""},{""parsed"":""Tough Soyale to 180 out"",""orig"":""Forwards | Inspin 180 | Tough Torque Soul | Inspin 180"",""points"":""6""},{""parsed"":""Sweatstance to 180 out"",""orig"":""Forwards | Topside Mizou | Inspin 180"",""points"":""3""},{""parsed"":""BS Torque"",""orig"":""Forwards | None BS Torque | Forwards"",""points"":""2""}]},""config"":{""level"":""4"",""spins"":""5""}}","2023-02-11 16:42:03"
5365,"109.66.173.44",23,"","{""tricks"":{""tricks"":[{""parsed"":""Switch Halfcab Torque Soul to 180 out"",""orig"":""Fakie & Switch | Inspin 180 | None Torque Soul | Inspin 180"",""points"":""7""},{""parsed"":""AO BS Tabernacle"",""orig"":""Forwards | Inspin 180 | None BS Tabernacle"",""points"":""3""},{""parsed"":""Switch Halfcab Top Acid to 180 out"",""orig"":""Fakie & Switch | Inspin 180 | Topside Acid | Inspin 180"",""points"":""7""},{""parsed"":""Fakie FS Unity to Fakie out"",""orig"":""Fakie | None FS Unity | Fakie"",""points"":""3""},{""parsed"":""True PStar"",""orig"":""Forwards | Outspin 180 | None PStar"",""points"":""3""}],""skipped"":[{""parsed"":""Switch Halfcab Torque Soul to 180 out"",""orig"":""Fakie & Switch | Inspin 180 | None Torque Soul | Inspin 180"",""points"":""7""},{""parsed"":""AO BS Tabernacle"",""orig"":""Forwards | Inspin 180 | None BS Tabernacle"",""points"":""3""},{""parsed"":""Switch Halfcab Top Acid to 180 out"",""orig"":""Fakie & Switch | Inspin 180 | Topside Acid | Inspin 180"",""points"":""7""},{""parsed"":""Fakie FS Unity to Fakie out"",""orig"":""Fakie | None FS Unity | Fakie"",""points"":""3""},{""parsed"":""True PStar"",""orig"":""Forwards | Outspin 180 | None PStar"",""points"":""3""}]},""config"":{""level"":""4"",""spins"":""5""}}","2023-02-17 20:01:09"
5375,"201.141.121.178",7,"","{""tricks"":{""tricks"":[{""parsed"":""BS Full Torque"",""orig"":""Forwards | BS Full Torque | Forwards"",""points"":""2""},{""parsed"":""Backside"",""orig"":""Forwards | Backside | Forwards"",""points"":""1""},{""parsed"":""Makio to 180 out"",""orig"":""Forwards | Makio | Inspin 180"",""points"":""2""},{""parsed"":""FS Full Torque to Fakie out"",""orig"":""Forwards | FS Full Torque | Fakie"",""points"":""2""}],""skipped"":[{""parsed"":""BS Full Torque"",""orig"":""Forwards | BS Full Torque | Forwards"",""points"":""2""},{""parsed"":""Backside"",""orig"":""Forwards | Backside | Forwards"",""points"":""1""},{""parsed"":""Makio to 180 out"",""orig"":""Forwards | Makio | Inspin 180"",""points"":""2""},{""parsed"":""FS Full Torque to Fakie out"",""orig"":""Forwards | FS Full Torque | Fakie"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-02-19 03:54:41"
5385,"24.23.125.43",8,"","{""tricks"":{""tricks"":[{""parsed"":""FS Torque to Fakie out"",""orig"":""Forwards | FS Torque | Fakie"",""points"":""2""},{""parsed"":""Frontside"",""orig"":""Forwards | Frontside | Forwards"",""points"":""1""},{""parsed"":""Makio to 180 out"",""orig"":""Forwards | Makio | Outspin 180 "",""points"":""2""},{""parsed"":""FS Cab driver to Fakie out"",""orig"":""Forwards | FS Cab driver | Fakie"",""points"":""3""}],""skipped"":[{""parsed"":""FS Torque to Fakie out"",""orig"":""Forwards | FS Torque | Fakie"",""points"":""2""},{""parsed"":""Frontside"",""orig"":""Forwards | Frontside | Forwards"",""points"":""1""},{""parsed"":""Makio to 180 out"",""orig"":""Forwards | Makio | Outspin 180 "",""points"":""2""},{""parsed"":""FS Cab driver to Fakie out"",""orig"":""Forwards | FS Cab driver | Fakie"",""points"":""3""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-02-21 12:58:43"
5395,"73.92.139.230",7,"","{""tricks"":{""tricks"":[{""parsed"":""PStar"",""orig"":""Forwards | PStar"",""points"":""2""},{""parsed"":""AO Acid"",""orig"":""Forwards | Inspin 180 | Acid"",""points"":""2""},{""parsed"":""Mizou"",""orig"":""Forwards | Mizou"",""points"":""1""},{""parsed"":""X-Grind"",""orig"":""Forwards | X-Grind"",""points"":""2""}],""skipped"":[{""parsed"":""PStar"",""orig"":""Forwards | PStar"",""points"":""2""},{""parsed"":""AO Acid"",""orig"":""Forwards | Inspin 180 | Acid"",""points"":""2""},{""parsed"":""Mizou"",""orig"":""Forwards | Mizou"",""points"":""1""},{""parsed"":""X-Grind"",""orig"":""Forwards | X-Grind"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-02-26 23:54:51"
5405,"73.92.139.230",12,"","{""tricks"":{""tricks"":[{""parsed"":""FS Torque"",""orig"":""Forwards | FS Torque | Forwards"",""points"":""2""},{""parsed"":""BS Royale to Fakie out"",""orig"":""Forwards | BS Royale | Fakie"",""points"":""2""},{""parsed"":""AO Makio"",""orig"":""Forwards | Inspin 180 | Makio"",""points"":""2""},{""parsed"":""True Acid to 180 out"",""orig"":""Forwards | Outspin 180 | Acid | Outspin 180 "",""points"":""3""},{""parsed"":""AO Mizou to 180 rewind out"",""orig"":""Forwards | Inspin 180 | Mizou | Outspin 180 "",""points"":""3""}],""skipped"":[{""parsed"":""FS Torque"",""orig"":""Forwards | FS Torque | Forwards"",""points"":""2""},{""parsed"":""BS Royale to Fakie out"",""orig"":""Forwards | BS Royale | Fakie"",""points"":""2""},{""parsed"":""AO Makio"",""orig"":""Forwards | Inspin 180 | Makio"",""points"":""2""},{""parsed"":""True Acid to 180 out"",""orig"":""Forwards | Outspin 180 | Acid | Outspin 180 "",""points"":""3""},{""parsed"":""AO Mizou to 180 rewind out"",""orig"":""Forwards | Inspin 180 | Mizou | Outspin 180 "",""points"":""3""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-02-26 23:55:43"
5415,"185.110.90.25",8,"","{""tricks"":{""tricks"":[{""parsed"":""Soul to 180 out"",""orig"":""Forwards | Soul | Inspin 180"",""points"":""2""},{""parsed"":""BS Torque to Fakie out"",""orig"":""Forwards | BS Torque | Fakie"",""points"":""2""},{""parsed"":""Makio to 180 out"",""orig"":""Forwards | Makio | Outspin 180 "",""points"":""2""},{""parsed"":""True Mizou"",""orig"":""Forwards | Outspin 180 | Mizou"",""points"":""2""}],""skipped"":[{""parsed"":""Soul to 180 out"",""orig"":""Forwards | Soul | Inspin 180"",""points"":""2""},{""parsed"":""BS Torque to Fakie out"",""orig"":""Forwards | BS Torque | Fakie"",""points"":""2""},{""parsed"":""Makio to 180 out"",""orig"":""Forwards | Makio | Outspin 180 "",""points"":""2""},{""parsed"":""True Mizou"",""orig"":""Forwards | Outspin 180 | Mizou"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-02-28 21:20:33"
5425,"187.189.171.89",0,"","{""config"":{""level"":""1"",""spins"":""5""}}","2023-03-01 15:29:48"
5435,"201.175.235.204",13,"","{""tricks"":{""tricks"":[{""parsed"":""AO Acid"",""orig"":""Forwards | Inspin 180 | Acid"",""points"":""2""},{""parsed"":""AO Mizou"",""orig"":""Forwards | Inspin 180 | Mizou"",""points"":""2""},{""parsed"":""Mistrial to 180 out"",""orig"":""Forwards | Mistrial | Outspin 180 "",""points"":""3""},{""parsed"":""AO PStar to 180 out"",""orig"":""Forwards | Inspin 180 | PStar | Inspin 180"",""points"":""4""},{""parsed"":""FS Full Torque to Fakie out"",""orig"":""Forwards | FS Full Torque | Fakie"",""points"":""2""}],""skipped"":[{""parsed"":""AO Acid"",""orig"":""Forwards | Inspin 180 | Acid"",""points"":""2""},{""parsed"":""AO Mizou"",""orig"":""Forwards | Inspin 180 | Mizou"",""points"":""2""},{""parsed"":""Mistrial to 180 out"",""orig"":""Forwards | Mistrial | Outspin 180 "",""points"":""3""},{""parsed"":""AO PStar to 180 out"",""orig"":""Forwards | Inspin 180 | PStar | Inspin 180"",""points"":""4""},{""parsed"":""FS Full Torque to Fakie out"",""orig"":""Forwards | FS Full Torque | Fakie"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""10""}}","2023-03-01 16:42:26"
5445,"184.155.34.155",0,"","{""config"":{""level"":""1"",""spins"":""5""}}","2023-03-04 17:13:31"
5455,"107.127.21.134",8,"","{""tricks"":{""tricks"":[{""parsed"":""Switch BS Royale to Fakie out"",""orig"":""Switch | None BS Royale | Fakie"",""points"":""3""},{""parsed"":""Halfcab X-Grind to 180 out"",""orig"":""Fakie | Inspin 180 | None X-Grind | Inspin 180"",""points"":""5""}],""skipped"":[{""parsed"":""Switch BS Royale to Fakie out"",""orig"":""Switch | None BS Royale | Fakie"",""points"":""3""},{""parsed"":""Halfcab X-Grind to 180 out"",""orig"":""Fakie | Inspin 180 | None X-Grind | Inspin 180"",""points"":""5""}]},""config"":{""level"":""4"",""spins"":""5""}}","2023-03-04 23:41:56"
5465,"107.127.21.134",4,"","{""tricks"":{""tricks"":[{""parsed"":""Halfcab Makio to 180 out"",""orig"":""Fakie | Inspin 180 | None Makio | Inspin 180"",""points"":""4""}],""skipped"":[{""parsed"":""Halfcab Makio to 180 out"",""orig"":""Fakie | Inspin 180 | None Makio | Inspin 180"",""points"":""4""}]},""config"":{""level"":""4"",""spins"":""5""}}","2023-03-04 23:47:24"
5475,"107.127.21.134",12,"","{""tricks"":{""tricks"":[{""parsed"":""Halfcab Mistrial to 180 out"",""orig"":""Fakie | Inspin 180 | None Mistrial | Inspin 180"",""points"":""5""},{""parsed"":""Switch BS Royale to Fakie out"",""orig"":""Switch | None BS Royale | Fakie"",""points"":""3""},{""parsed"":""Switch BS Cab driver to Fakie out"",""orig"":""Switch | None BS Cab driver | Fakie"",""points"":""4""}],""skipped"":[{""parsed"":""Halfcab Mistrial to 180 out"",""orig"":""Fakie | Inspin 180 | None Mistrial | Inspin 180"",""points"":""5""},{""parsed"":""Switch BS Royale to Fakie out"",""orig"":""Switch | None BS Royale | Fakie"",""points"":""3""},{""parsed"":""Switch BS Cab driver to Fakie out"",""orig"":""Switch | None BS Cab driver | Fakie"",""points"":""4""}]},""config"":{""level"":""4"",""spins"":""5""}}","2023-03-04 23:54:45"
5485,"107.127.21.134",1,"","{""tricks"":{""tricks"":[{""parsed"":""Soul"",""orig"":""Forwards | None Soul"",""points"":""1""}],""skipped"":[{""parsed"":""Soul"",""orig"":""Forwards | None Soul"",""points"":""1""}]},""config"":{""level"":""4"",""spins"":""5""}}","2023-03-05 00:01:30"
5495,"107.127.21.134",7,"","{""tricks"":{""tricks"":[{""parsed"":""Fakie FS Royale"",""orig"":""Fakie | None FS Royale | Forwards"",""points"":""3""},{""parsed"":""BS Royale to 270 out"",""orig"":""Forwards | None BS Royale | 270"",""points"":""4""}],""skipped"":[{""parsed"":""Fakie FS Royale"",""orig"":""Fakie | None FS Royale | Forwards"",""points"":""3""},{""parsed"":""BS Royale to 270 out"",""orig"":""Forwards | None BS Royale | 270"",""points"":""4""}]},""config"":{""level"":""4"",""spins"":""5""}}","2023-03-05 00:07:36"
5505,"139.47.33.23",10,"","{""tricks"":{""tricks"":[{""parsed"":""FS Royale"",""orig"":""Forwards | FS Royale | Forwards"",""points"":""2""},{""parsed"":""BS Backslide"",""orig"":""Forwards | BS Backslide | Forwards"",""points"":""2""},{""parsed"":""PStar"",""orig"":""Forwards | PStar"",""points"":""2""},{""parsed"":""Makio"",""orig"":""Forwards | Makio"",""points"":""1""},{""parsed"":""Torque Soul to 180 out"",""orig"":""Forwards | Torque Soul | Inspin 180"",""points"":""3""}],""skipped"":[{""parsed"":""FS Royale"",""orig"":""Forwards | FS Royale | Forwards"",""points"":""2""},{""parsed"":""BS Backslide"",""orig"":""Forwards | BS Backslide | Forwards"",""points"":""2""},{""parsed"":""PStar"",""orig"":""Forwards | PStar"",""points"":""2""},{""parsed"":""Makio"",""orig"":""Forwards | Makio"",""points"":""1""},{""parsed"":""Torque Soul to 180 out"",""orig"":""Forwards | Torque Soul | Inspin 180"",""points"":""3""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-03-09 09:26:03"
5515,"109.38.156.60",5,"","{""tricks"":{""tricks"":[{""parsed"":""FS Unity to Fakie out"",""orig"":""Forwards | FS Unity | Fakie"",""points"":""2""},{""parsed"":""BS Fastslide to Fakie out"",""orig"":""Forwards | BS Fastslide | Fakie"",""points"":""3""}],""skipped"":[{""parsed"":""FS Unity to Fakie out"",""orig"":""Forwards | FS Unity | Fakie"",""points"":""2""},{""parsed"":""BS Fastslide to Fakie out"",""orig"":""Forwards | BS Fastslide | Fakie"",""points"":""3""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-03-11 17:30:16"
5525,"187.155.247.234",12,"","{""tricks"":{""tricks"":[{""parsed"":""Soul"",""orig"":""Forwards | Soul"",""points"":""1""},{""parsed"":""BS Unity to Fakie out"",""orig"":""Forwards | BS Unity | Fakie"",""points"":""2""},{""parsed"":""AO X-Grind"",""orig"":""Forwards | Inspin 180 | X-Grind"",""points"":""3""},{""parsed"":""AO Mistrial to 180 out"",""orig"":""Forwards | Inspin 180 | Mistrial | Inspin 180"",""points"":""4""},{""parsed"":""FS Royale to Fakie out"",""orig"":""Forwards | FS Royale | Fakie"",""points"":""2""}],""skipped"":[{""parsed"":""Soul"",""orig"":""Forwards | Soul"",""points"":""1""},{""parsed"":""BS Unity to Fakie out"",""orig"":""Forwards | BS Unity | Fakie"",""points"":""2""},{""parsed"":""AO X-Grind"",""orig"":""Forwards | Inspin 180 | X-Grind"",""points"":""3""},{""parsed"":""AO Mistrial to 180 out"",""orig"":""Forwards | Inspin 180 | Mistrial | Inspin 180"",""points"":""4""},{""parsed"":""FS Royale to Fakie out"",""orig"":""Forwards | FS Royale | Fakie"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-03-20 15:35:45"
5535,"73.180.8.90",8,"","{""tricks"":{""tricks"":[{""parsed"":""Backside"",""orig"":""Forwards | Backside | Forwards"",""points"":""1""},{""parsed"":""Soyale"",""orig"":""Forwards | Inspin 180 | Torque Soul"",""points"":""3""},{""parsed"":""Acid"",""orig"":""Forwards | Acid"",""points"":""1""},{""parsed"":""AO PStar"",""orig"":""Forwards | Inspin 180 | PStar"",""points"":""3""}],""skipped"":[{""parsed"":""Backside"",""orig"":""Forwards | Backside | Forwards"",""points"":""1""},{""parsed"":""Soyale"",""orig"":""Forwards | Inspin 180 | Torque Soul"",""points"":""3""},{""parsed"":""Acid"",""orig"":""Forwards | Acid"",""points"":""1""},{""parsed"":""AO PStar"",""orig"":""Forwards | Inspin 180 | PStar"",""points"":""3""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-03-22 19:50:40"
5545,"73.180.8.90",9,"","{""tricks"":{""tricks"":[{""parsed"":""FS Royale"",""orig"":""Forwards | FS Royale | Forwards"",""points"":""2""},{""parsed"":""AO Acid to 180 rewind out"",""orig"":""Forwards | Inspin 180 | Acid | Outspin 180 "",""points"":""3""},{""parsed"":""True Soul"",""orig"":""Forwards | Outspin 180 | Soul"",""points"":""2""},{""parsed"":""AO Mizou"",""orig"":""Forwards | Inspin 180 | Mizou"",""points"":""2""}],""skipped"":[{""parsed"":""FS Royale"",""orig"":""Forwards | FS Royale | Forwards"",""points"":""2""},{""parsed"":""AO Acid to 180 rewind out"",""orig"":""Forwards | Inspin 180 | Acid | Outspin 180 "",""points"":""3""},{""parsed"":""True Soul"",""orig"":""Forwards | Outspin 180 | Soul"",""points"":""2""},{""parsed"":""AO Mizou"",""orig"":""Forwards | Inspin 180 | Mizou"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-03-22 19:55:42"
5555,"73.180.8.90",9,"","{""tricks"":{""tricks"":[{""parsed"":""Soul"",""orig"":""Forwards | Soul"",""points"":""1""},{""parsed"":""AO Makio to 180 out"",""orig"":""Forwards | Inspin 180 | Makio | Inspin 180"",""points"":""3""},{""parsed"":""Mizou to 180 out"",""orig"":""Forwards | Mizou | Inspin 180"",""points"":""2""},{""parsed"":""X-Grind to 180 out"",""orig"":""Forwards | X-Grind | Inspin 180"",""points"":""3""}],""skipped"":[{""parsed"":""Soul"",""orig"":""Forwards | Soul"",""points"":""1""},{""parsed"":""AO Makio to 180 out"",""orig"":""Forwards | Inspin 180 | Makio | Inspin 180"",""points"":""3""},{""parsed"":""Mizou to 180 out"",""orig"":""Forwards | Mizou | Inspin 180"",""points"":""2""},{""parsed"":""X-Grind to 180 out"",""orig"":""Forwards | X-Grind | Inspin 180"",""points"":""3""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-03-22 20:50:11"
5565,"179.57.167.12",30,"","{""tricks"":{""tricks"":[{""parsed"":""Switch 720 Cross-Grab Makio to 720 out"",""orig"":""Switch | Inspin 720 | Cross-Grab Makio | Inspin 720"",""points"":""12""},{""parsed"":""450 BS Unity"",""orig"":""Forwards | Outspin 450 | None BS Unity | Forwards"",""points"":""5""},{""parsed"":""Switch 360 X-Grind to 180 out"",""orig"":""Switch | Inspin 360 | None X-Grind | Inspin 180"",""points"":""6""},{""parsed"":""Switch PStar"",""orig"":""Switch | None PStar"",""points"":""3""},{""parsed"":""270 FS Unity"",""orig"":""Forwards | Outspin 270 | None FS Unity | Forwards"",""points"":""4""}],""skipped"":[{""parsed"":""Switch 720 Cross-Grab Makio to 720 out"",""orig"":""Switch | Inspin 720 | Cross-Grab Makio | Inspin 720"",""points"":""12""},{""parsed"":""450 BS Unity"",""orig"":""Forwards | Outspin 450 | None BS Unity | Forwards"",""points"":""5""},{""parsed"":""Switch 360 X-Grind to 180 out"",""orig"":""Switch | Inspin 360 | None X-Grind | Inspin 180"",""points"":""6""},{""parsed"":""Switch PStar"",""orig"":""Switch | None PStar"",""points"":""3""},{""parsed"":""270 FS Unity"",""orig"":""Forwards | Outspin 270 | None FS Unity | Forwards"",""points"":""4""}]},""config"":{""level"":""3"",""spins"":""5""}}","2023-03-28 02:01:20"
5575,"179.57.167.12",33,"","{""tricks"":{""tricks"":[{""parsed"":""540 Hurricane Top Open Book to 360 out"",""orig"":""Forwards | Outspin 540 | Topside Open Book | Outspin 360"",""points"":""8""},{""parsed"":""Top Soyale to 360 rewind out"",""orig"":""Forwards | Inspin 180 | Topside Torque Soul | Outspin 360"",""points"":""6""},{""parsed"":""BS Full Torque"",""orig"":""Forwards | None BS Full Torque | Forwards"",""points"":""2""},{""parsed"":""Switch Halfcab Grab Makio to 540 out"",""orig"":""Fakie & Switch | Inspin 180 | Grab Makio | Inspin 540"",""points"":""9""},{""parsed"":""Fakie 540 FS Byn Soul to 360 out"",""orig"":""Fakie | Inspin 540 | None FS Byn Soul | Inspin 360"",""points"":""8""}],""skipped"":[{""parsed"":""540 Hurricane Top Open Book to 360 out"",""orig"":""Forwards | Outspin 540 | Topside Open Book | Outspin 360"",""points"":""8""},{""parsed"":""Top Soyale to 360 rewind out"",""orig"":""Forwards | Inspin 180 | Topside Torque Soul | Outspin 360"",""points"":""6""},{""parsed"":""BS Full Torque"",""orig"":""Forwards | None BS Full Torque | Forwards"",""points"":""2""},{""parsed"":""Switch Halfcab Grab Makio to 540 out"",""orig"":""Fakie & Switch | Inspin 180 | Grab Makio | Inspin 540"",""points"":""9""},{""parsed"":""Fakie 540 FS Byn Soul to 360 out"",""orig"":""Fakie | Inspin 540 | None FS Byn Soul | Inspin 360"",""points"":""8""}]},""config"":{""level"":""3"",""spins"":""5""}}","2023-03-28 02:03:21"
5585,"146.70.142.34",4,"","{""tricks"":{""tricks"":[{""parsed"":""BS Full Torque to Fakie out"",""orig"":""Forwards | BS Full Torque | Fakie"",""points"":""2""},{""parsed"":""X-Grind"",""orig"":""Forwards | X-Grind"",""points"":""2""}],""skipped"":[{""parsed"":""BS Full Torque to Fakie out"",""orig"":""Forwards | BS Full Torque | Fakie"",""points"":""2""},{""parsed"":""X-Grind"",""orig"":""Forwards | X-Grind"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-03-29 11:21:57"
5595,"167.99.103.222",12,"","{""tricks"":{""tricks"":[{""parsed"":""Backside to Fakie out"",""orig"":""Forwards | Backside | Fakie"",""points"":""1""},{""parsed"":""True Mizou"",""orig"":""Forwards | Outspin 180 | Mizou"",""points"":""2""},{""parsed"":""Mistrial to 180 out"",""orig"":""Forwards | Mistrial | Inspin 180"",""points"":""3""},{""parsed"":""AO PStar to 180 rewind out"",""orig"":""Forwards | Inspin 180 | PStar | Outspin 180 "",""points"":""4""},{""parsed"":""Torque Soul"",""orig"":""Forwards | Torque Soul"",""points"":""2""}],""skipped"":[{""parsed"":""Backside to Fakie out"",""orig"":""Forwards | Backside | Fakie"",""points"":""1""},{""parsed"":""True Mizou"",""orig"":""Forwards | Outspin 180 | Mizou"",""points"":""2""},{""parsed"":""Mistrial to 180 out"",""orig"":""Forwards | Mistrial | Inspin 180"",""points"":""3""},{""parsed"":""AO PStar to 180 rewind out"",""orig"":""Forwards | Inspin 180 | PStar | Outspin 180 "",""points"":""4""},{""parsed"":""Torque Soul"",""orig"":""Forwards | Torque Soul"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-03-29 11:24:15"
5605,"27.59.38.38",0,"","{""config"":{""level"":""1"",""spins"":""5""}}","2023-03-29 11:47:45"
5615,"103.171.59.19",0,"","{""config"":{""level"":""3"",""spins"":""5""}}","2023-03-29 11:54:57"
5625,"103.171.59.19",4,"","{""tricks"":{""tricks"":[{""parsed"":""AO Top Closed Book"",""orig"":""Forwards | Inspin 180 | Topside Closed Book"",""points"":""4""}],""skipped"":[{""parsed"":""AO Top Closed Book"",""orig"":""Forwards | Inspin 180 | Topside Closed Book"",""points"":""4""}]},""config"":{""level"":""3"",""spins"":""5""}}","2023-03-29 11:55:37"
5635,"45.232.93.8",0,"","{""config"":{""level"":""3"",""spins"":""5""}}","2023-03-29 12:49:48"
5645,"143.198.101.109",5,"","{""tricks"":{""tricks"":[{""parsed"":""Backside"",""orig"":""Forwards | Backside | Forwards"",""points"":""1""},{""parsed"":""Soul"",""orig"":""Forwards | Soul"",""points"":""1""},{""parsed"":""Soyale"",""orig"":""Forwards | Inspin 180 | Torque Soul"",""points"":""3""}],""skipped"":[{""parsed"":""Backside"",""orig"":""Forwards | Backside | Forwards"",""points"":""1""},{""parsed"":""Soul"",""orig"":""Forwards | Soul"",""points"":""1""},{""parsed"":""Soyale"",""orig"":""Forwards | Inspin 180 | Torque Soul"",""points"":""3""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-03-29 21:09:44"
5655,"206.189.218.112",2,"","{""tricks"":{""tricks"":[{""parsed"":""AO Soul"",""orig"":""Forwards | Inspin 180 | Soul"",""points"":""2""}],""skipped"":[{""parsed"":""AO Soul"",""orig"":""Forwards | Inspin 180 | Soul"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-03-29 22:26:06"
5665,"190.90.39.137",3,"","{""tricks"":{""tricks"":[{""parsed"":""FS Royale to Fakie out"",""orig"":""Forwards | FS Royale | Fakie"",""points"":""2""},{""parsed"":""Makio"",""orig"":""Forwards | Makio"",""points"":""1""}],""skipped"":[{""parsed"":""FS Royale to Fakie out"",""orig"":""Forwards | FS Royale | Fakie"",""points"":""2""},{""parsed"":""Makio"",""orig"":""Forwards | Makio"",""points"":""1""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-03-29 22:51:47"
5675,"45.232.93.17",0,"","{""config"":{""level"":""3"",""spins"":""5""}}","2023-03-30 02:10:24"
5685,"24.23.125.43",2,"","{""tricks"":{""tricks"":[{""parsed"":""BS Royale to Fakie out"",""orig"":""Forwards | BS Royale | Fakie"",""points"":""2""}],""skipped"":[{""parsed"":""BS Royale to Fakie out"",""orig"":""Forwards | BS Royale | Fakie"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-03-30 12:31:01"
5695,"24.23.125.43",8,"","{""tricks"":{""tricks"":[{""parsed"":""FS Unity"",""orig"":""Forwards | FS Unity | Forwards"",""points"":""2""},{""parsed"":""True Makio"",""orig"":""Forwards | Outspin 180 | Makio"",""points"":""2""},{""parsed"":""BS Torque to Fakie out"",""orig"":""Forwards | BS Torque | Fakie"",""points"":""2""},{""parsed"":""Torque Soul"",""orig"":""Forwards | Torque Soul"",""points"":""2""}],""skipped"":[{""parsed"":""FS Unity"",""orig"":""Forwards | FS Unity | Forwards"",""points"":""2""},{""parsed"":""True Makio"",""orig"":""Forwards | Outspin 180 | Makio"",""points"":""2""},{""parsed"":""BS Torque to Fakie out"",""orig"":""Forwards | BS Torque | Fakie"",""points"":""2""},{""parsed"":""Torque Soul"",""orig"":""Forwards | Torque Soul"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-03-30 12:35:00"
5705,"24.23.125.43",7,"","{""tricks"":{""tricks"":[{""parsed"":""Mizou"",""orig"":""Forwards | Mizou"",""points"":""1""},{""parsed"":""Acid to 180 out"",""orig"":""Forwards | Acid | Outspin 180 "",""points"":""2""},{""parsed"":""FS Royale"",""orig"":""Forwards | FS Royale | Forwards"",""points"":""2""},{""parsed"":""FS Unity"",""orig"":""Forwards | FS Unity | Forwards"",""points"":""2""}],""skipped"":[{""parsed"":""Mizou"",""orig"":""Forwards | Mizou"",""points"":""1""},{""parsed"":""Acid to 180 out"",""orig"":""Forwards | Acid | Outspin 180 "",""points"":""2""},{""parsed"":""FS Royale"",""orig"":""Forwards | FS Royale | Forwards"",""points"":""2""},{""parsed"":""FS Unity"",""orig"":""Forwards | FS Unity | Forwards"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-03-30 12:36:05"
5715,"104.28.32.242",0,"","{""config"":{""level"":""1"",""spins"":""5""}}","2023-04-01 05:35:29"
5725,"80.187.102.165",0,"","{""config"":{""level"":""1"",""spins"":""5""}}","2023-04-01 12:39:45"
